id_poliza,num_poliza,nombre,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,g_edad,siniest_flag
POL-008477,GMM-19-008477,Norma,Medina,Lopez,MENL750528GA3,28/05/1975,50,Masculino,Divorciado,Ingeniero,GMM,Plus,2019-03-10,2019-03-10,2020-03-10,2,Vigente,,Broker,,,,200000,15000.0,5060.0,6045.69,Semestral,AG069,Guanajuato,Salamanca,14821.0,46-60,0
POL-008478,Acc-22-008478,Victor,Jimenez,Lopez,JIVL770405TT0,05/04/1977,49,F,Soltero,Consultor,Accidentes Personales,Familiar,2022-05-08,2022-05-08,2023-05-08,1,Vigente,,Agente,,,,200000,1000.0,2400.0,2867.52,Semestral,AG007,Tamaulipas,Nuevo Laredo,68051.0,46-60,0
POL-008479,Aut-22-008479,Daniel,Vega,Castillo,VEDC730622BP4,22/06/1973,52,M,Soltero,Jubilado,Autos,Amplia Plus,2022-01-04,2022-01-04,2023-01-04,0,Vigente,,Agente,Volkswagen,2020.0,Pick-up,300000,8000.0,10500.0,12545.4,Semestral,AG011,Guanajuato,Leon,58820.0,46-60,0
POL-008480,Aut-24-008480,Gabriela,Jimenez,Reyes,JIGR970917QH9,17/09/1997,28,M,Divorciado,Maestro,Autos,RC+LT,2024-09-25,2024-09-25,2025-09-25,1,Vigente,,Agente,Ford,2018.0,Deportivo,300000,3000.0,10500.0,12180.0,Anual,AG039,Jalisco,Tonala,17065.0,18-30,0
POL-008481,Vid-23-008481,Raul,Gutierrez,Mendoza,GURM021110SZ7,10/11/2002,23,Masculino,Casado,Comerciante,Vida,20 anios,2023-07-06,2023-07-06,2024-07-06,0,Vigente,,Broker,,,,3000000,,54000.0,62640.0,Anual,AG012,Coahuila,Saltillo,12475.0,18-30,1
POL-008482,Vid-20-008482,Roberto,Rivera,Morales,RIRM020514SS2,14/05/2002,23,F,Union libre,Estudiante,Vida,Permanente,2020-07-10,2020-07-10,2021-07-10,2,Vigente,,Agente,,,,3000000,,54000.0,64519.2,Semestral,AG057,Nuevo Leon,San Nicolas,87795.0,18-30,1
POL-008483,Acc-24-008483,Pedro,Perez,Gonzalez,PEPG980221GR3,21/02/1998,28,M,Casado,Empresario,Accidentes Personales,Familiar,2024-10-04,2024-10-04,2025-10-04,0,Vigente,,Agente,,,,300000,1000.0,3600.0,4176.0,Anual,AG005,Baja California,Tijuana,80002.0,18-30,0
POL-008484,GMM-23-008484,Andres,Molina,Martinez,MOAM711009NV2,09/10/1971,54,Masculino,Union libre,Ingeniero,GMM,Elite,2023-05-21,2023-05-21,2024-05-21,0,Vigente,,Agente,,,,500000,8000.0,13310.0,15902.79,Semestral,AG060,Guanajuato,Guanajuato,31378.0,46-60,0
POL-008485,Aut-21-008485,Gloria,Rodriguez,Rivera,ROGR780528AA9,28/05/1978,47,M,Soltero,Independiente,Autos,Amplia Plus,2021-01-30,2021-01-30,2022-01-30,1,Vencida,,Agente,Hyundai,2018.0,Lujo,400000,3000.0,14000.0,17539.2,Mensual,AG057,Coahuila,Acuna,99560.0,46-60,0
POL-008486,GMM-19-008486,Esperanza,Sanchez,Torres,SAET860105QA9,05/01/1986,40,Femenino,Divorciado,Contador,GMM,Basico,2019-10-02,2019-10-02,2020-10-02,2,Vigente,,Agente,,,,1000000,10000.0,22000.0,25520.0,Anual,AG060,Queretaro,Queretaro,69442.0,31-45,0
POL-008487,Aut-23-008487,Alicia,Silva,Morales,SIAM630417YS4,17/04/1963,63,F,Casado,Analista,Autos,Amplia Plus,2023-03-07,2023-03-07,2024-03-07,2,Vigente,,Broker,Nissan,2025.0,Camioneta,300000,8000.0,10500.0,12789.0,Trimestral,AG057,Sonora,Navojoa,86533.0,61+,0
POL-008488,Aut-22-008488,Raul,Salazar,Ramirez,SARR720206ZG7,06/02/1972,54,M,Viudo,Arquitecto,Autos,RC+LT,2022-02-19,2022-02-19,2023-02-19,3,Vigente,,Broker,BMW,2017.0,Deportivo,150000,3000.0,5250.0,6090.0,Anual,AG070,Guanajuato,Salamanca,48732.0,46-60,0
POL-008489,GMM-19-008489,Lorena,Reyes,Castillo,RELC901108IF7,08/11/1990,35,M,Viudo,Empleado,GMM,Elite,2019-03-05,2019-03-05,2020-03-05,2,Vigente,,Directo,,,,1000000,10000.0,22000.0,25520.0,Anual,AG022,Guanajuato,Leon,25112.0,31-45,0
POL-008490,GMM-21-008490,Ana,Silva,Reyes,SIAR891101WH6,01/11/1989,36,Masculino,Viudo,Consultor,GMM,Premium,2021-06-23,2021-06-23,2022-06-23,4,Vigente,,Agente,,,,800000,15000.0,17600.0,20416.0,Anual,AG014,Coahuila,Torreon,86130.0,31-45,0
POL-008491,Vid-23-008491,Elena,Hernandez,Romero,HEER750624DL2,24/06/1975,50,F,Soltero,Gerente,Vida,20 anios,2023-07-06,2023-07-06,2024-07-06,0,Vigente,,Agente,,,,1000000,,23400.0,27144.0,Anual,AG020,Estado de Mexico,Tlalnepantla,65297.0,46-60,0
POL-008492,Vid-24-008492,Luz,Ramirez,Ramos,RALR950209KS9,09/02/1995,31,Masculino,Viudo,Consultor,Vida,Permanente,2024-08-21,2024-08-21,2025-08-21,1,Vigente,,Agente,,,,3000000,,54000.0,67651.2,Mensual,AG014,Sonora,Hermosillo,51278.0,31-45,1
POL-008493,Aut-21-008493,Antonio,Rodriguez,Ramos,ROAR780722NV3,22/07/1978,47,Masculino,Viudo,Director,Autos,RC+LT,2021-07-02,2021-07-02,2022-07-02,1,Vigente,,Agente,Nissan,2019.0,Sedan,200000,3000.0,7000.0,8120.0,Anual,AG060,Chihuahua,Parral,27865.0,46-60,0
POL-008494,Vid-22-008494,Lorena,Mendoza,Diaz,MELD790223HP8,23/02/1979,47,F,Viudo,Contador,Vida,Permanente,2022-01-28,2022-01-28,2023-01-28,1,Vigente,,Agente,,,,2000000,,44640.0,51782.4,Anual,AG080,Nuevo Leon,Escobedo,16674.0,46-60,1
POL-008495,GMM-24-008495,Rosa,Dominguez,Perez,DORP780612MJ7,12/06/1978,47,M,Viudo,Independiente,GMM,Elite,2024-04-17,2024-04-17,2025-04-17,3,Suspendida,,Agente,,,,800000,5000.0,19448.0,22559.68,Anual,AG018,Sonora,Navojoa,25707.0,46-60,0
POL-008496,Aut-20-008496,Miguel,Salazar,Ramos,SAMR991015JV1,15/10/1999,26,F,Union libre,Empresario,Autos,RC+LT,2020-10-20,2020-10-20,2021-10-20,0,Vigente,,Agente,Nissan,2022.0,Hatchback,150000,8000.0,5250.0,6272.7,Semestral,AG025,Guanajuato,Celaya,30308.0,18-30,0
POL-008497,Aut-19-008497,Victor,Torres,Hernandez,TOVH950324XJ1,24/03/1995,31,Femenino,Union libre,Consultor,Autos,Amplia,2019-01-02,2019-01-02,2020-01-02,3,Vigente,,Agente,Nissan,2015.0,Pick-up,150000,5000.0,5250.0,6090.0,Anual,AG032,Tamaulipas,Matamoros,88283.0,31-45,0
POL-008498,Vid-24-008498,Andres,Sanchez,Flores,SAAF020122JH6,22/01/2002,24,F,Union libre,Administrativo,Vida,10 anios,2024-04-29,2024-04-29,2025-04-29,0,Vencida,,Digital,,,,2000000,,36000.0,45100.8,Mensual,AG029,Estado de Mexico,Tlalnepantla,23127.0,18-30,1
POL-008499,GMM-23-008499,Gabriela,Ramos,Torres,RAGT921225YG8,25/12/1992,33,M,Casado,Independiente,GMM,Basico,2023-03-19,2023-03-19,2024-03-19,0,Vigente,,Agente,,,,1000000,5000.0,22000.0,27561.6,Mensual,AG023,Coahuila,Torreon,54808.0,31-45,0
POL-008500,Aut-24-008500,Jorge,Soto,Flores,SOJF030805BP4,05/08/2003,22,M,Divorciado,Analista,Autos,RC+LT,2024-06-09,2024-06-09,2025-06-09,1,Vigente,,Directo,Honda,2025.0,Compacto,150000,8000.0,5250.0,6090.0,Anual,AG007,Yucatan,Valladolid,49804.0,18-30,0
POL-008501,Aut-23-008501,Sandra,Mendoza,Cruz,MESC010817GP7,17/08/2001,24,Masculino,Casado,Ingeniero,Autos,Amplia Plus,2023-05-06,2023-05-06,2024-05-06,0,Vigente,,Banca Seguros,Toyota,2025.0,Lujo,150000,5000.0,5250.0,6394.5,Trimestral,AG050,CDMX,Tlalpan,32137.0,18-30,0
POL-008502,GMM-20-008502,Gloria,Aguilar,Rivera,AGGR890512AS1,12/05/1989,36,M,Union libre,Analista,GMM,Basico,2020-01-08,2020-01-08,2021-01-08,1,Vigente,,Agente,,,,200000,20000.0,4400.0,5104.0,Anual,AG047,CDMX,Coyoacan,90984.0,31-45,0
POL-008503,GMM-19-008503,Valeria,Lopez,Martinez,LOVM880925ZU2,25/09/1988,37,M,Divorciado,Consultor,GMM,Basico,2019-11-20,2019-11-20,2020-11-20,1,Vigente,,Broker,,,,2000000,5000.0,44000.0,55123.2,Mensual,AG048,Queretaro,San Juan del Rio,35200.0,31-45,1
POL-008504,Vid-23-008504,Claudia,Romero,Cruz,ROCC871209YE1,09/12/1987,38,M,Casado,Ama de casa,Vida,Permanente,2023-01-05,2023-01-05,2024-01-05,3,Vigente,,Agente,,,,1000000,,19080.0,22132.8,Anual,AG036,Chihuahua,Parral,81935.0,31-45,0
POL-008505,Acc-21-008505,Luis,Ortiz,Garcia,ORLG040913FL5,13/09/2004,21,Masculino,Divorciado,,Accidentes Personales,Familiar,2021-05-15,2021-05-15,2022-05-15,2,Vigente,,Agente,,,,200000,3000.0,2400.0,2867.52,Semestral,AG023,Baja California,Tecate,51490.0,18-30,0
POL-008506,Aut-23-008506,Irene,Chavez,Morales,CHIM040222QS3,22/02/2004,22,F,Soltero,Gerente,Autos,Amplia,2023-05-03,2023-05-03,2024-05-03,0,Vigente,,Directo,Hyundai,2020.0,Hatchback,200000,3000.0,7000.0,8363.6,Semestral,AG072,Michoacan,Morelia,39763.0,18-30,0
POL-008507,Vid-19-008507,Francisco,Garcia,Diaz,GAFD010503OD6,03/05/2001,24,F,Viudo,Contador,Vida,10 anios,2019-08-27,2019-08-27,2020-08-27,0,Vigente,,Broker,,,,2000000,,36000.0,43012.8,Semestral,AG069,Baja California,Tecate,53025.0,18-30,1
POL-008508,Acc-24-008508,Sofia,Molina,Martinez,MOSM840714MI0,14/07/1984,41,F,Soltero,Independiente,Accidentes Personales,Familiar,2024-12-12,2024-12-12,2025-12-12,1,Vigente,,Broker,,,,200000,3000.0,2400.0,2923.2,Trimestral,AG060,Estado de Mexico,Tlalnepantla,81141.0,31-45,0
POL-008509,GMM-20-008509,Manuel,Dominguez,Romero,DOMR710823GV1,23/08/1971,54,Masculino,Union libre,Director,GMM,Elite,2020-05-20,2020-05-20,2021-05-20,0,Vigente,,Agente,,,,1000000,20000.0,26620.0,30879.2,Anual,AG015,Michoacan,Morelia,80664.0,46-60,0
POL-008510,GMM-19-008510,Luz,Gomez,Silva,GOLS040307VO3,07/03/2004,22,M,Divorciado,Arquitecto,GMM,Plus,2019-03-24,2019-03-24,2020-03-24,1,Vigente,,Directo,,,,1000000,8000.0,22000.0,25520.0,Anual,AG024,Tamaulipas,Reynosa,72348.0,18-30,0
POL-008511,GMM-24-008511,Rocio,Diaz,Reyes,DIRR740423EP2,23/04/1974,52,F,Divorciado,Comerciante,GMM,Elite,2024-05-05,2024-05-05,2025-05-05,1,Vigente,,Agente,,,,800000,10000.0,20768.0,24813.61,Semestral,AG021,Yucatan,Valladolid,65093.0,46-60,0
POL-008512,GMM-24-008512,Diana,Perez,Vega,PEDV840404CK1,04/04/1984,42,M,Divorciado,Comerciante,GMM,Basico,2024-04-06,2024-04-06,2025-04-06,1,Vigente,,Agente,,,,300000,5000.0,6798.0,7885.68,Anual,AG002,Tamaulipas,Nuevo Laredo,57282.0,31-45,0
POL-008513,Aut-24-008513,Carmen,Flores,Silva,FLCS670102UH1,02/01/1967,59,M,Divorciado,Maestro,Autos,Amplia Plus,2024-07-09,2024-07-09,2025-07-09,0,Vigente,,Agente,Ford,2020.0,Camioneta,400000,5000.0,14000.0,16240.0,Anual,AG019,Nuevo Leon,Escobedo,89177.0,46-60,0
POL-008514,Aut-24-008514,Silvia,Morales,Garcia,MOSG860625KG5,25/06/1986,39,F,Union libre,Medico,Autos,RC+LT,2024-10-28,2024-10-28,2025-10-28,3,Vigente,,Digital,Nissan,2025.0,Compacto,600000,5000.0,21000.0,24360.0,Anual,AG002,Sonora,Hermosillo,46979.0,31-45,0
POL-008515,Aut-24-008515,Luz,Ortiz,Mendoza,ORLM621110OY4,10/11/1962,63,M,Soltero,Analista,Autos,Amplia,2024-02-03,2024-02-03,2025-02-03,1,Vigente,,Banca Seguros,Ford,2019.0,SUV,400000,8000.0,14000.0,17052.0,Trimestral,AG053,Chihuahua,Delicias,81702.0,61+,0
POL-008516,GMM-21-008516,Elena,Medina,Vega,MEEV880309NN5,09/03/1988,38,F,Soltero,Director,GMM,Elite,2021-04-29,2021-04-29,2022-04-29,1,Vigente,,Broker,,,,500000,15000.0,11000.0,13780.8,Mensual,AG016,Guanajuato,Salamanca,,31-45,0
POL-008517,GMM-22-008517,Diego,Hernandez,Sanchez,HEDS650920HS8,20/09/1965,60,F,Soltero,Arquitecto,GMM,Basico,2022-01-01,2022-01-01,2023-01-01,0,Vigente,,Directo,,,,500000,10000.0,14300.0,17085.64,Semestral,AG051,Michoacan,Morelia,40126.0,46-60,0
POL-008518,Acc-22-008518,Diana,Ramirez,Hernandez,RADH740215AL7,15/02/1974,52,Femenino,Divorciado,Gerente,Accidentes Personales,Familiar,2022-11-18,2022-11-18,2023-11-18,1,Vigente,,Broker,,,,300000,3000.0,3600.0,4176.0,Anual,AG033,Jalisco,Tonala,,46-60,0
POL-008519,GMM-19-008519,Alicia,Molina,Ramos,MOAR640309JD7,09/03/1964,62,F,Soltero,Ingeniero,GMM,Plus,2019-07-21,2019-07-21,2020-07-21,0,Vigente,,Promotor,,,,300000,8000.0,8778.0,10487.95,Semestral,AG046,Coahuila,Torreon,94311.0,61+,0
POL-008520,Acc-20-008520,Fernanda,Hernandez,Romero,HEFR890710WK2,10/07/1989,36,F,Divorciado,Gerente,Accidentes Personales,Familiar,2020-06-23,2020-06-23,2021-06-23,1,Cancelada,Siniestro total,Agente,,,,500000,2000.0,6000.0,7516.8,Mensual,AG072,Michoacan,Zamora,77656.0,31-45,0
POL-008521,Aut-19-008521,Fernando,Jimenez,Gutierrez,JIFG900212RX0,12/02/1990,36,Masculino,Casado,Estudiante,Autos,RC+LT,2019-05-14,2019-05-14,2020-05-14,0,Vigente,,Agente,Honda,2017.0,Lujo,400000,5000.0,14000.0,16727.2,Semestral,AG034,Baja California,Tecate,61374.0,31-45,0
POL-008522,GMM-19-008522,Jose,Mendoza,Garcia,MEJG941212LS8,12/12/1994,31,Femenino,Viudo,Estudiante,GMM,Basico,2019-11-22,2019-11-22,2020-11-22,2,Vigente,,Banca Seguros,,,,200000,8000.0,4400.0,5104.0,Anual,AG018,Puebla,Puebla,66194.0,31-45,0
POL-008523,GMM-23-008523,Sergio,Ruiz,Morales,RUSM800914SF2,14/09/1980,45,Femenino,Soltero,Administrativo,GMM,Plus,2023-01-13,2023-01-13,2024-01-13,0,Vigente,,Agente,,,,200000,20000.0,4730.0,5486.8,Anual,AG015,Puebla,Cholula,75299.0,31-45,0
POL-008524,Aut-21-008524,Carlos,Lopez,Cruz,LOCC671013UH8,13/10/1967,58,Masculino,Casado,Arquitecto,Autos,Amplia Plus,2021-07-27,2021-07-27,2022-07-27,3,Vigente,,Agente,Volkswagen,2023.0,Deportivo,300000,3000.0,10500.0,12789.0,Trimestral,AG039,Nuevo Leon,San Nicolas,52124.0,46-60,0
POL-008525,GMM-23-008525,Rosa,Salazar,Morales,SARM950213FD1,13/02/1995,31,F,Union libre,Empleado,GMM,Elite,2023-12-08,2023-12-08,2024-12-08,2,Vigente,,Agente,,,,300000,20000.0,6600.0,7656.0,Anual,AG021,Veracruz,Coatzacoalcos,27699.0,31-45,0
POL-008526,GMM-23-008526,Alicia,Rivera,Vega,RIAV800914DE0,14/09/1980,45,M,Viudo,Tecnico,GMM,Plus,2023-06-01,2023-06-01,2024-06-01,0,Vigente,,Promotor,,,,200000,20000.0,4730.0,5925.74,Mensual,AG029,Guanajuato,Irapuato,70806.0,31-45,0
POL-008527,Vid-24-008527,Elena,Flores,Lopez,FLEL930829PF1,29/08/1993,32,Femenino,Soltero,Administrativo,Vida,10 anios,2024-01-27,2024-01-27,2025-01-27,4,Cancelada,Siniestro total,Broker,,,,5000000,,90000.0,109620.0,Trimestral,AG061,Coahuila,Acuna,97961.0,31-45,1
POL-008528,GMM-24-008528,Alicia,Mendoza,Torres,MEAT780907HR2,07/09/1978,47,M,Viudo,Analista,GMM,Elite,2024-03-11,2024-03-11,2025-03-11,4,Vigente,,Agente,,,,200000,5000.0,4862.0,5639.92,Anual,AG071,Nuevo Leon,San Pedro,15181.0,46-60,0
POL-008529,GMM-20-008529,Rocio,Vega,Ramos,VERR930201AK3,01/02/1993,33,Masculino,Soltero,Jubilado,GMM,Elite,2020-06-05,2020-06-05,2021-06-05,2,Vigente,,Agente,,,,1000000,20000.0,17864.0,27561.6,Mensual,AG078,Sonora,Guaymas,82950.0,31-45,0
POL-008530,Vid-24-008530,Beatriz,Diaz,Silva,DIBS780325NK8,25/03/1978,48,Femenino,Casado,Gerente,Vida,10 anios,2024-11-19,2024-11-19,2025-11-19,4,Vigente,,Directo,,,,500000,,11340.0,13812.12,Trimestral,AG052,Sonora,Navojoa,70985.0,46-60,0
POL-008531,Acc-24-008531,Andres,Morales,Garcia,MOAG770924BJ1,24/09/1977,48,F,Divorciado,Arquitecto,Accidentes Personales,Individual,2024-08-22,2024-08-22,2025-08-22,0,Vigente,,Agente,,,,200000,2000.0,2400.0,2867.52,Semestral,AG059,Jalisco,Tlaquepaque,51490.0,46-60,0
POL-008532,Vid-19-008532,Sofia,Torres,Hernandez,TOSH820613CB5,13/06/1982,43,M,Soltero,Ama de casa,Vida,10 anios,2019-11-30,2019-11-30,2020-11-30,3,Vigente,,Agente,,,,5000000,,104400.0,121104.0,Anual,AG033,Sonora,Nogales,43495.0,31-45,1
POL-008533,Aut-20-008533,Daniel,Soto,Martinez,SODM990301SI8,01/03/1999,27,F,Casado,Estudiante,Autos,RC+LT,2020-06-25,2020-06-25,2021-06-25,1,Suspendida,,Digital,Hyundai,2020.0,Hatchback,800000,8000.0,28000.0,32480.0,Anual,AG001,Veracruz,Orizaba,16066.0,18-30,0
POL-008534,Aut-19-008534,Claudia,Martinez,Ramirez,MACR960414UV6,14/04/1996,30,M,Union libre,Jubilado,Autos,RC+LT,2019-08-08,2019-08-08,2020-08-08,0,Vigente,,Broker,BMW,2020.0,Sedan,800000,3000.0,28000.0,32480.0,Anual,AG047,Veracruz,Coatzacoalcos,32528.0,18-30,0
POL-008535,GMM-22-008535,Alejandro,Ramirez,Cruz,RAAC730927YD8,27/09/1973,52,Femenino,Union libre,Ejecutivo,GMM,Basico,2022-11-12,2022-11-12,2023-11-12,1,Vigente,,Agente,,,,500000,15000.0,12980.0,16261.34,Mensual,AG011,Chihuahua,Chihuahua,27044.0,46-60,0
POL-008536,GMM-19-008536,Ana,Garcia,Rivera,GAAR970412OR1,12/04/1997,29,M,Divorciado,Contador,GMM,Elite,2019-12-30,2019-12-30,2020-12-30,0,Cancelada,Solicitud del cliente,Banca Seguros,,,,200000,15000.0,4400.0,5104.0,Anual,AG045,Veracruz,Coatzacoalcos,48265.0,18-30,0
POL-008537,Aut-24-008537,Pablo,Rodriguez,Sanchez,ROPS820505SC2,05/05/1982,43,Masculino,Divorciado,Administrativo,Autos,Amplia Plus,2024-11-05,2024-11-05,2025-11-05,3,Vigente,,Agente,Hyundai,2020.0,Lujo,800000,5000.0,28000.0,34104.0,Trimestral,AG061,Michoacan,Apatzingan,91437.0,31-45,0
POL-008538,GMM-23-008538,Victor,Castillo,Silva,CAVS600503IW6,03/05/1960,65,F,Casado,Estudiante,GMM,Basico,2023-05-08,2023-05-08,2024-05-08,0,Vigente,,Agente,,,,200000,10000.0,6050.0,7018.0,Anual,AG042,Guanajuato,Guanajuato,32450.0,61+,0
POL-008539,GMM-21-008539,Diego,Moreno,Diaz,MODD781214QQ1,14/12/1978,47,F,Casado,Gerente,GMM,Basico,2021-10-05,2021-10-05,2022-10-05,1,Vigente,,Agente,,,,1000000,5000.0,24310.0,30455.57,Mensual,AG068,Chihuahua,Parral,11940.0,46-60,0
POL-008540,GMM-20-008540,Diana,Ruiz,Castillo,RUDC970918SI5,18/09/1997,28,M,Union libre,Arquitecto,GMM,Plus,2020-10-20,2020-10-20,2021-10-20,0,Vigente,,Directo,,,,3000000,15000.0,66000.0,76560.0,Anual,AG051,Veracruz,Veracruz,64607.0,18-30,1
POL-008541,GMM-23-008541,Claudia,Moreno,Torres,MOCT650118IM0,18/01/1965,61,M,Viudo,Medico,GMM,Elite,2023-09-03,2023-09-03,2024-09-03,0,Vigente,,Agente,,,,500000,15000.0,14465.0,17618.37,Trimestral,AG010,Estado de Mexico,Toluca,70903.0,61+,0
POL-008542,GMM-24-008542,Silvia,Reyes,Silva,RESS681224CD4,24/12/1968,57,M,Viudo,Estudiante,GMM,Premium,2024-06-04,2024-06-04,2025-06-04,0,Vigente,,Directo,,,,300000,8000.0,8283.0,9896.53,Semestral,AG008,Jalisco,Guadalajara,39936.0,46-60,0
POL-008543,GMM-23-008543,Fernanda,Sanchez,Rivera,SAFR630211PK1,11/02/1963,63,F,Soltero,Independiente,GMM,Basico,2023-01-01,2023-01-01,2024-01-01,1,Vigente,,Digital,,,,3000000,5000.0,88770.0,111211.06,Mensual,AG052,Guanajuato,Leon,75352.0,61+,1
POL-008544,Aut-19-008544,Beatriz,Rodriguez,Romero,ROBR660404AX3,04/04/1966,60,Masculino,Soltero,Analista,Autos,Amplia,2019-10-25,2019-10-25,2020-10-25,2,Vigente,,Agente,Toyota,2016.0,Deportivo,300000,5000.0,10500.0,12545.4,Semestral,AG034,Yucatan,Merida,77369.0,46-60,0
POL-008545,Aut-23-008545,Fernando,Jimenez,Rivera,JIFR800918QA2,18/09/1980,45,M,Union libre,,Autos,Amplia Plus,2023-01-18,2023-01-18,2024-01-18,2,Vigente,,Agente,Volkswagen,2018.0,Camioneta,200000,3000.0,7000.0,8120.0,Anual,AG041,Sonora,Guaymas,38430.0,31-45,0
POL-008546,Vid-22-008546,Patricia,Medina,Reyes,MEPR661006LI9,06/10/1966,59,F,Divorciado,Director,Vida,Permanente,2022-06-07,2022-06-07,2023-06-07,1,Vigente,,Broker,,,,2000000,,53280.0,66749.18,Mensual,AG045,Guanajuato,Irapuato,14666.0,46-60,1
POL-008547,Acc-19-008547,Valeria,Hernandez,Lopez,HEVL940729WO5,29/07/1994,31,Masculino,Union libre,Empresario,Accidentes Personales,Individual,2019-10-04,2019-10-04,2020-10-04,1,Vigente,,Broker,,,,300000,3000.0,3600.0,4301.28,Semestral,AG053,Nuevo Leon,Escobedo,49058.0,31-45,0
POL-008548,GMM-24-008548,Fernando,Perez,Cruz,PEFC700402CX5,02/04/1970,56,F,Divorciado,Maestro,GMM,Basico,2024-08-19,2024-08-19,2025-08-19,1,Vigente,,Broker,,,,500000,8000.0,13640.0,16297.07,Semestral,AG049,Jalisco,Zapopan,13922.0,46-60,0
POL-008549,Aut-22-008549,Diego,Silva,Diaz,SIDD860109JS9,09/01/1986,40,M,Casado,Tecnico,Autos,Amplia,2022-02-11,2022-02-11,2023-02-11,0,Vigente,,Promotor,BMW,2019.0,Hatchback,150000,8000.0,5250.0,6577.2,Mensual,AG056,Nuevo Leon,Escobedo,49902.0,31-45,0
POL-008550,Aut-21-008550,Oscar,Martinez,Ramirez,MAOR990801FL8,01/08/1999,26,F,Union libre,Arquitecto,Autos,Amplia Plus,2021-03-29,2021-03-29,2022-03-29,3,Vigente,,Directo,Chevrolet,2021.0,Deportivo,300000,3000.0,10500.0,12180.0,Anual,AG037,Guanajuato,Celaya,93730.0,18-30,0
POL-008551,Aut-24-008551,Luis,Ramos,Garcia,RALG700601TU4,01/06/1970,55,F,Divorciado,Comerciante,Autos,Amplia Plus,2024-06-27,2024-06-27,2025-06-27,1,Vigente,,Digital,Nissan,2025.0,Deportivo,600000,5000.0,21000.0,24360.0,Anual,AG001,Coahuila,Piedras Negras,96714.0,46-60,0
POL-008552,Aut-20-008552,Arturo,Ramos,Torres,RAAT861226UM5,26/12/1986,39,F,Soltero,Analista,Autos,Amplia Plus,2020-02-12,2020-02-12,2021-02-12,0,Vigente,,Agente,Ford,2023.0,SUV,800000,3000.0,28000.0,32480.0,Anual,AG026,Jalisco,Puerto Vallarta,65448.0,31-45,0
POL-008553,GMM-24-008553,Laura,Torres,Cruz,TOLC921117MY4,17/11/1992,33,M,Casado,Comerciante,GMM,Plus,2024-10-12,2024-10-12,2025-10-12,1,Vigente,,Agente,,,,1000000,8000.0,22000.0,26796.0,Trimestral,AG028,Coahuila,Torreon,92928.0,31-45,0
POL-008554,GMM-24-008554,Pedro,Dominguez,Cruz,DOPC860613OX5,13/06/1986,39,F,Soltero,Ejecutivo,GMM,Plus,2024-05-26,2024-05-26,2025-05-26,1,Vencida,,Agente,,,,3000000,10000.0,17864.0,82684.8,Mensual,AG015,Baja California,Ensenada,78108.0,31-45,0
POL-008555,Vid-20-008555,Victor,Rivera,Reyes,RIVR741127UO5,27/11/1974,51,Femenino,Soltero,Empleado,Vida,10 anios,2020-10-19,2020-10-19,2021-10-19,1,Vigente,,Agente,,,,500000,,11880.0,14883.26,Mensual,AG017,CDMX,Iztapalapa,62142.0,46-60,0
POL-008556,Aut-19-008556,Hector,Diaz,Rivera,DIHR011203AM8,03/12/2001,24,Masculino,Divorciado,Estudiante,Autos,RC+LT,2019-05-15,2019-05-15,2020-05-15,2,Vigente,,Digital,Mazda,2024.0,Compacto,400000,5000.0,14000.0,17052.0,Trimestral,AG019,Michoacan,Zamora,71921.0,18-30,0
POL-008557,GMM-23-008557,Pablo,Flores,Ramos,FLPR810308QI0,08/03/1981,45,Masculino,Viudo,Independiente,GMM,Plus,2023-07-25,2023-07-25,2024-07-25,3,Vigente,,Agente,,,,3000000,8000.0,70950.0,84771.06,Semestral,AG038,Queretaro,Corregidora,75599.0,31-45,1
POL-008558,Aut-22-008558,Arturo,Medina,Vargas,MEAV640226EM4,26/02/1964,62,Femenino,Viudo,Ingeniero,Autos,Amplia Plus,2022-06-23,2022-06-23,2023-06-23,2,Vigente,,Directo,Kia,2016.0,Hatchback,150000,5000.0,5250.0,6090.0,Anual,AG007,Guanajuato,Celaya,,61+,0
POL-008559,GMM-21-008559,Leticia,Moreno,Vargas,MOLV690914VR2,14/09/1969,56,Masculino,Viudo,,GMM,Elite,2021-04-30,2021-04-30,2022-04-30,2,Vigente,,Banca Seguros,,,,200000,20000.0,17864.0,6835.28,Mensual,AG034,Sonora,Hermosillo,51279.0,46-60,0
POL-008560,Vid-24-008560,Luis,Gomez,Castillo,GOLC930214PB2,14/02/1993,33,F,Union libre,,Vida,Permanente,2024-10-18,2024-10-18,2025-10-18,1,Vigente,,Banca Seguros,,,,1000000,,18000.0,22550.4,Mensual,AG020,Baja California,Rosarito,90027.0,31-45,0
POL-008561,Aut-23-008561,Esperanza,Vargas,Gutierrez,VAEG620429JP0,29/04/1962,64,Masculino,Viudo,,Autos,Amplia,2023-04-08,2023-04-08,2024-04-08,0,Vigente,,Broker,Hyundai,2022.0,SUV,600000,5000.0,21000.0,26308.8,Mensual,AG061,Veracruz,Poza Rica,20619.0,61+,0
